CID,CRPName,Party,DistIDRunFor,FECCandID
N00042797,"Routledge, Root",D,CO03,H8CO03234
N00033527,"Rouzer, David",R,NC07,H2NC07096
N00041228,"Row, Shane",R,UT03,H8UT03303
N00041102,"Rowe, Courtney",D,IA01,H8IA01102
N00041874,"Rowjee, Roshin",R,TX01,H8TX01051
N00042268,"Roy, Chip",R,TX21,H8TX21307
N00006671,"Roybal-Allard, Lucille",D,CA40,H2CA33048
N00008264,"Royce, Ed",R,CA39,H6CA39020
N00034185,"Ruben, David",D,AZS2,S2AZ00265
N00043714,"Rucinski, Gary",D,MA04,H8MA04088
N00043161,"Rudbeck, Thomas",I,IL01,H8IL01114
N00042590,"Ruff, Jonathan Alan",R,SC04,H8SC04243
N00043931,"Rufo, Michael",L,NJ04,H8NJ04220
N00042905,"Ruggles, Roger William Dr.",D,PA07,H8PA07242
N00033510,"Ruiz, Raul",D,CA36,H2CA36439
N00040561,"Rundblade, Shawn Eric",D,WI05,H8WI05132
N00025482,"Ruppersberger, Dutch",D,MD02,H2MD02160
N00004887,"Rush, Bobby L",D,IL01,H2IL01042
N00043129,"Rushman, Ed",I,CA46,H8CA46146
N00041764,"Rusk, Ted",D,CA39,H8CA39208
N00041274,"Russell, Chris",D,AZS2,S8AZ00148
N00043118,"Russell, Christine",R,CA18,H8CA18087
N00042486,"Russell, John",D,OH12,H8OH12271
N00041940,"Russell, Ken",D,FL27,H8FL27128
N00036175,"Russell, Steven",R,OK05,H4OK05132
N00033611,"Rutagwibira, Aloys",R,IL10,H2IL10092
N00039777,"Rutherford, John",R,FL04,H6FL04105
N00038699,"Ryan, Greg",R,MN04,H6MN04236
N00041105,"Ryan, Heather",D,IA03,H8IA03132
N00036705,"Ryan, Jeremy",R,WI01,H4WI01148
N00042930,"Ryan, Mike",L,TX10,H8TX10177
N00041165,"Ryan, Pat",D,NY19,H8NY19223
N00004357,"Ryan, Paul",R,WI01,H8WI01024
N00041959,"Ryan, Terence J",D,MA03,H8MA03148
N00025280,"Ryan, Tim",D,OH13,H2OH17109
N00041059,"Ryerse, Robert",R,AR03,H8AR03066
N00039937,"Ryman, Fred",R,MOS2,S6MO00453
N00040889,"Ryon, Anna",D,IA03,H8IA03116
N00040868,"Rywalski, Eric",D,CA45,H8CA45163
N00041510,"Saad, Fayrouz",D,MI11,H8MI11262
N00043127,"Saavedra, Jazmina",R,CA44,H8CA44125
N00042348,"Saavedra, Jazmina",R,CAS2,S8CA00432
N00041072,"Sabato, Antonio Jr",R,CA26,H8CA26114
N00030418,"Sablan, Gregorio",I,MP00,H8MP00041
N00009941,"Sabrin, Murray",L,NJS1,S8NJ00285
N00040816,"Saccone, Rick",R,PA14,H8PA18231
N00043335,"Sachs, Noga",R,MO02,H8MO02257
N00042947,"Saettone, Richard",L,TX29,H8TX29151
N00041407,"Sagan, Greg",D,TX13,H8TX13163
N00041698,"Sagliano, Vito",R,TN02,H8TN02168
N00027300,"Said, Mohammad H",D,WAS1,S4WA00474
N00043430,"Saizan, Andie",D,LA06,H8LA06162
N00041210,"Sajna, Cyrus",R,TX26,H8TX26108
N00041845,"Salas, Andrew",R,NM02,H8NM02180
N00043776,"Salas, Sandra",L,PA04,H8PA07291
N00042810,"Salazar, Maria Elvira",R,FL27,H8FL27185
N00041884,"Salerno, Lillian",D,TX32,H8TX32148
N00040893,"Salim, Ahmed",D,IL07,H8IL07095
N00040929,"Salmon, Scott",D,NJ07,H8NJ07181
N00034802,"Salyer, Michael",L,TN01,H2TN01098
N00005912,"Sam, Geraldine",R,TXS2,S8TX00384
N00042004,"Samples, Greg",L,TN02,H8TN02192
N00038591,"San Miguel, Edna",R,AZ03,H6AZ03179
N00042619,"San Nicolas, Michael",D,GU00,H8GU01020
N00041149,"Sanborn, Andy",R,NH01,H8NH01160
N00043929,"Sanchez, Anthony Parisi",3,NJ02,H8NJ02299
N00042247,"Sanchez, Ivan",D,TX07,H8TX07165
N00040761,"Sanchez, Jana Lynne",D,TX06,H8TX06183
N00024870,"Sanchez, Linda",D,CA38,H2CA39078
N00043418,"Sanchez, Manny",D,CT05,H8CT05211
N00042417,"Sanchez, Ruben",R,IL04,H8IL04183
N00000528,"Sanders, Bernie",I,VTS1,S4VT00033
N00043046,"Sanders, Justin",R,SC04,H8SC04367
N00042871,"Sanders, Levi",D,NH01,H8NH01244
N00036641,"Sandman, Ray Skip",I,MN08,H4MN08091
N00043131,"Sandman, Shastina",R,CA48,H8CA48175
N00040397,"Sandness, Marvin",3,OR05,H6OR05192
N00002424,"Sanford, Mark",R,SC01,H4SC01073
N00041950,"Sangari, Sargis",R,IL09,H8IL09190
N00040918,"Santa Maria, Brian",D,MN03,H8MN03127
N00039297,"Santamaria, Carlos",R,CA05,H6CA05336
N00040770,"Santana, Edwin Jr",D,VA01,H8VA01253
N00042299,"Santopietro, Justin",D,VA09,H8VA09058
N00042939,"Santos, Lee",L,TX21,H8TX21372
N00043013,"Santos, Manny",R,CT05,H8CT05187
N00042400,"Sapp, Judson",R,FL03,H8FL03046
N00027751,"Sarbanes, John",D,MD03,H6MD03292
N00042383,"Sarega, Andrew",R,CA39,H8CA39216
N00041879,"Sargent, Bill",R,TX14,H8TX14153
N00041680,"Sarnoski, Jason",R,NJ05,H8NJ05128
N00042269,"Sarver, Jenifer",R,TX21,H8TX21315
N00041686,"Sauberman, Joshua",I,NY03,H8NY03177
N00043613,"Saulibio, Dave",I,WA05,H8WA05227
N00043428,"Savoie, Tammy",D,LA01,H8LA01122
N00042378,"Sawdy, Steven",R,AZ08,H8AZ08208
N00042809,"Sawyer, John Wilbur III",R,FL17,H8FL17061
N00040997,"Sawyers, Ryan",D,VA01,H8VA01261
N00042182,"Sax, Mike",3,NY02,H8NY02088
N00041767,"Sayed, Shamus",R,CA50,H8CA50148
N00037526,"Sbaih, Jesse",D,NVS1,S8NV00149
N00009660,"Scalise, Steve",R,LA01,H0LA01087
N00042706,"Scanlon, Mary Gay",D,PA05,H8PA07200
N00042389,"Schaarsmith, Deanie",D,CA48,H8CA48134
N00031054,"Schaffner, Paul",R,ND01,H0ND00127
N00038834,"Schafranek, Robert",R,TX29,H6TX29080
N00004724,"Schakowsky, Jan",D,IL09,H8IL09067
N00009575,"Scharer, Gene",D,AZ08,H0AZ03248
N00043125,"Schatzle, Karen Lee",I,CA39,H8CA39315
N00007548,"Schaupp, Charles",R,CA03,H6CA03067
N00041427,"Scheinberg, Aaron",D,WV02,H8WV02107
N00043528,"Schenkenfelder, Joseph",D,TN02,H8TN02259
N00033362,"Schiess, John",R,WIS1,S2WI00193
N00009585,"Schiff, Adam",D,CA28,H0CA27085
N00039555,"Schiffman, Steve",D,NV03,H8NV03143
N00042479,"Schiller, Jill",D,OH02,H8OH02124
N00041578,"Schiller, Nick",D,MI02,H8MI02121
N00043251,"Schmid, Claude",R,SC04,H8SC04417
N00043711,"Schmidt, Jesse",I,LA02,H8LA02153
N00042612,"Schmitt, Michael D",R,CA49,H8CA49132
N00033101,"Schneider, Brad",D,IL10,H2IL10068
N00025314,"Schneider, Jan",D,FL16,H2FL13139
N00042847,"Schneider, Joseph",R,MA06,H8MA06133
N00043031,"Schneider, Mac",D,ND01,H8ND00112
N00041986,"Schnibbe, Steve",R,NY21,H8NY21310
N00043444,"Schofield, Jack Jr.",D,NV02,H8NV02160
N00041465,"Scholten, JD",D,IA04,H8IA04106
N00043029,"Schoolcraft, Jamie",D,MO07,H8MO07223
N00034723,"Schooley, Travis",R,PA13,H2PA09092
N00042082,"Schoonover, Joshua",R,CA49,H8CA50155
N00030071,"Schrader, Kurt",D,OR05,H8OR05107
N00041276,"Schrader, Stephen James",R,CAS2,S8CA00366
N00028236,"Schrader, Tommy",D,IN03,H6IN03187
N00040846,"Schrage, Joseph",R,CA30,H8CA00135
N00041606,"Schrier, Kim",D,WA08,H8WA08189
N00036774,"Schroeder, Hank",3,NJS1,S4NJ00326
N00041115,"Schuh, Jon",R,IL17,H8IL17037
N00043744,"Schuller, Dennis",3,MNS2,S8MN00727
N00026106,"Schultz, Debbie Wasserman",D,FL23,H4FL20023
N00043305,"Schultz, Jim",L,NES1,S8NE00240
N00042053,"Schuster, Robert Kyle",D,AZ08,H8AZ08125
N00041537,"Schwab, Kurt",R,TX33,H8TX33013
N00042577,"Schwartz, Derek",R,FL21,H8FL21063
N00043167,"Schwartz, Leonard",L,MI11,H8MI11387
N00042448,"Schwartz, Paul Kenneth",D,MD06,H8MD06234
N00041568,"Schwartzberg, Steve",D,IL05,H8IL05131
N00006460,"Schweikert, David",R,AZ06,H4AZ06045
N00032457,"Scott, Austin",R,GA08,H0GA08099
N00002147,"Scott, Bobby",D,VA03,H6VA01117
N00024871,"Scott, David",D,GA13,H2GA13012
N00041178,"Scott, George",D,PA10,H8PA04090
N00042864,"Scott, Jeff",L,NC09,H8NC09156
N00043595,"Scott, Joshua",R,CA32,H8CA32088
N00043490,"Scott, Omeria",D,MSS2,S8MS00311
N00043290,"Scott, Rick",R,FLS1,S8FL00273
N00042193,"Scott, Zach",D,OH12,H8OH12164
N00041586,"Seaman, Victoria",R,NV03,H8NV03184
N00042188,"Seamans, Joan Elizabeth",D,NY27,H8NY27168
N00041363,"Searcy, Sam",D,NC02,H8NC02086
N00041636,"Sedbrook, David Michael",D,CO01,H8CO01105
N00040932,"Sedillo Lopez, Antoinette",D,NM01,H8NM01323
N00034901,"Sedlock, Adam",D,PA14,H2PA09100
N00042256,"Seeberger, Rick",R,TX16,H8TX16133
N00042035,"Segal, Jerome",D,MDS1,S8MD00252
N00041788,"Seidman, Barbara A",D,GA01,H8GA01071
N00042678,"Sellers, Leah",D,OH04,H8OH04070
N00042803,"Selmont, Ges",D,FL04,H8FL04085
N00004291,"Sensenbrenner, F James Jr",R,WI05,H8WI09050
N00041428,"Sergent, Talley",D,WV02,H8WV02115
N00042637,"Serrano, Gerardo",R,KY05,H8KY05075
N00001813,"Serrano, Jose E",D,NY15,H0NY18065
N00041856,"Seryak, Kit",R,OH16,H8OH16132
N00005681,"Sessions, Pete",R,TX32,H2TX03126
N00042629,"Sessions, Rane",D,KY02,H8KY02098
N00043210,"Seta, Anthony J.",3,OH01,H8OH01126
N00042404,"Sevigny, Stephen",D,FL06,H8FL06155
N00030622,"Sewell, Terri A",D,AL07,H0AL07086
N00042850,"Seyfferth, Robert",R,MD03,H8MD03157
N00043741,"Seymore, Christopher Lovell Sr.",D,MNS1,S8MN00685
N00041566,"Shah, Sapan",R,IL10,H8IL10131
N00042811,"Shalala, Donna",D,FL27,H8FL27193
N00041931,"Shamel, Hayden",D,AR04,H8AR04130
N00038608,"Shammas, Joe",D,CA29,H8CA29092
N00041784,"Shapiro, David",D,FL16,H8FL16055
N00040395,"Shapiro, Robert",L,NJ01,H6NJ12235
N00042688,"Shaw, Stephen D",D,OH08,H8OH08113
N00041935,"Shayani, P Mark",I,CA28,H8CA28193
N00040817,"Shecktor, Andrew",R,PA09,H8PA11079
N00041745,"Shedd, Tiffany",R,AZ01,H8AZ01237
N00040951,"Sheehan, Molly",D,PA05,H8PA07119
N00042232,"Sheets, Kenneth",R,TX05,H8TX05094
N00038712,"Sheets, Lajena",3,MS04,H6MS03194
N00041052,"Shein, Dimitri",D,AK01,H8AK00132
N00039809,"Shell, Jonathan",L,MO08,H6MO08159
N00035041,"Shell, Mark",R,MD02,H2MD02285
N00043489,"Shelton, Jason",3,MSS1,S8MS00303
N00025842,"Shepard, Jack",R,MNS2,S2MN00159
N00038249,"Shepherd, Doug",R,CA41,H6CA41182
N00043062,"Shepherd, Morgan",D,UT04,H8UT04079
N00039133,"Shepherd, Rick",D,NV02,H6NV02255
N00006897,"Sherman, Brad",D,CA30,H6CA24113
N00042983,"Sherman, Howard",D,MSS2,S8MS00246
N00042154,"Sherman, Jayesun",R,MN07,H8MN07102
N00041154,"Sherrill, Mikie",D,NJ11,H8NJ11142
N00041746,"Sherry, Barbara",D,AZ02,H8AZ02177
N00035286,"Sherzan, Mike",D,IA03,H4IA03057
N00040964,"Shevlin, Harold",R,TN03,H8TN03190
N00042558,"Shi, Ling Ling",I,CAS2,S8CA00457
N00004961,"Shimkus, John M",R,IL15,H2IL20042
N00041801,"Shipley, Sheryl",D,IN04,H8IN04173
N00042290,"Shipp, Brett",D,TX32,H8TX32163
N00043331,"Shipp, Joshua",D,MO01,H8MO01168
N00042473,"Shirley, Liuba Grechen",D,NY02,H8NY02104
N00042067,"Shoblom, Scott",I,CA10,H8CA10191
N00041532,"Shocklee, Levii",D,TX06,H8TX06217
N00043143,"Shoemaker, Ed",R,FL15,H8FL15214
N00035505,"Shoemaker, Franklin Ed",3,FLS1,S8FL00224
N00042694,"Shoemaker, Myrl",R,OH12,H8OH12305
N00042396,"Shootman, Gabriel",I,CA52,H8CA52144
N00039055,"Short, Grant",D,KY02,H8KY02072
N00027673,"Shudlick, Harold",R,MNS2,S6MN00333
N00043532,"Shupe, Michael",I,TN04,H8TN04115
N00013770,"Shuster, Bill",R,PA13,H2PA09035
N00041312,"Siddiqui, Omar",D,CA48,H8CA48084
N00042427,"Sides, Angel",D,IL13,H8IL13184
N00039951,"Sidie, Jay",D,KS03,H6KS03241
N00042250,"Siegel, Mike",D,TX10,H8TX10110
N00033284,"Siekman, Lane",D,IN06,H2IN06189
N00040614,"Siganporia, Karl",R,CA34,H8CA34159
N00043237,"Silifies, Tim",L,PA07,H8PA07275
N00041692,"Simmons, Justin",R,PA07,H8PA15179
N00042976,"Simon, Neal",I,MDS1,S8MD00302
N00006263,"Simpson, Mike",R,ID02,H8ID02064
N00040027,"Sindt, Susan",3,MN04,H6MN04269
N00033983,"Sinema, Kyrsten",D,AZS2,S8AZ00197
N00043056,"Singer, James",D,UT03,H8UT03402
N00041050,"Singer, James",D,UTS1,S8UT00135
N00042873,"Singh, Hirsh",R,NJ02,H8NJ02216
N00042599,"Singh, Hirsh",R,NJS1,S8NJ00483
N00042492,"Singletary, Willie",D,PA02,H8PA01252
N00041095,"Singleton, Philip",R,GA03,H8GA03044
N00027523,"Sires, Albio",D,NJ08,H6NJ13191
N00042613,"Sistek, Len",D,CO04,H8CO04125
N00040860,"Skelton, Shane",R,CA26,H8CA26106
N00040948,"Skibo, Brian",D,PA16,H8PA03118
N00026252,"Skinner, Nancy",D,MI11,H8MI11395
N00041235,"Slate, Adam",D,VA05,H8VA05130
N00042679,"Slatzer-Rose, Cody",D,OH04,H8OH04088
N00001311,"Slaughter, Louise M",D,NY25,H6NY03031
N00041320,"Slawson, Clay",R,CT02,H8CT02093
N00040680,"Slotin, Ron",D,GA06,H8GA06245
N00041357,"Slotkin, Elissa",D,MI08,H8MI08102
N00043466,"Slotnick, Nancy Dailey",I,WA10,H8WA10037
N00043756,"Sluestky, Victor",3,NY03,H8NY03185
N00042467,"Small, Xochitl Torres",D,NM02,H8NM02248
N00042012,"Smalling, David",R,TX35,H8TX35026
N00007833,"Smith, Adam",D,WA09,H6WA09025
N00027623,"Smith, Adrian",R,NE03,H6NE03115
N00040864,"Smith, Aja",R,CA41,H8CA41170
N00041362,"Smith, Carlton",D,MS01,H8MS01152
N00012760,"Smith, Charles",D,MD07,H0MD07056
N00009816,"Smith, Chris",R,NJ04,H8NJ04014
N00041823,"Smith, Chris",D,MI08,H8MI08110
N00043405,"Smith, Christina",R,MOS2,S8MO00301
N00040814,"Smith, Craig Allen",D,MIS2,S8MI00349
N00039432,"Smith, Craig Allen",R,DC00,H8DC00184
N00039534,"Smith, Douglas",I,MI03,H6MI03172
N00043296,"Smith, Gerald",R,MDS1,S8MD00377
N00035282,"Smith, Jason",R,MO08,H4MO08162
N00042836,"Smith, Jeff",R,IN06,H8IN06186
N00036212,"Smith, Jesse T",D,AL03,H4AL03061
N00008327,"Smith, Joe",R,FLS1,S8FL00026
N00042218,"Smith, Kasandra",D,TN09,H8TN09106
N00001811,"Smith, Lamar",R,TX21,H6TX21012
N00040890,"Smith, Michael William",D,ID01,H8ID01108
N00043632,"Smith, RC",R,WAS1,S8WA00343
N00026705,"Smith, Rhett",L,TX11,H4TX21033
N00039708,"Smith, Rodney",I,NV04,H6NV04079
N00041243,"Smith, Sarah",D,WA09,H8WA09054
N00036717,"Smith, Scott",I,NY18,H4NY18109
N00041090,"Smith, Steve",D,FL26,H8FL26013
N00041060,"Smith, Steve",R,AZ01,H8AZ01229
N00042353,"Smith, Tina",D,MNS1,S8MN00578
N00042713,"Smith, Toby",D,SC01,H8SC01132
N00029635,"Smith, William",D,OH02,H8OH02074
N00038781,"Smucker, Lloyd",R,PA11,H6PA16320
N00040673,"Smyth, Andrew",R,FL18,H8FL16030
N00041234,"Sneathern, Andrew",D,VA05,H8VA05122
N00040560,"Snider, Justin",D,TX06,H8TX06175
N00041068,"Snover, Terra",I,CA10,H8CA10142
N00039668,"Snow, Misty",D,UT02,H8UT02222
N00026175,"Snuffer, Rick",R,WV03,H4WV03047
N00041336,"Snyder, Michael",R,ID01,H8ID01132
N00041804,"Soave, Antonio",R,KS02,H8KS02165
N00041450,"Soderberg, Nancy",D,FL06,H8FL06098
N00040884,"Sola, Louis",R,FL24,H8FL24059
N00041978,"Soldati, Lincoln",D,NH01,H8NH01178
N00041399,"Solomon, Robert",D,PA14,H8PA18157
N00043039,"Sonallah, Zach",D,NY24,H8NY24124
N00040700,"Songer, Austin",D,IL06,H8IL06097
N00043512,"Sorensen, Soren",D,MN08,H8MN08100
N00041643,"Sosa-Suarez, Gina",R,FL27,H8FL27102
N00032595,"Sosnowski, Marc",3,MI13,H0MI14214
N00041352,"Sossa-Paquette, Jeffrey Allen Mr",R,MA02,H8MA02082
N00043142,"Sostack, Brad",R,FL13,H8FL13144
N00037422,"Soto, Darren",D,FL09,H6FL09179
N00039760,"Sotomayor, Armando",D,CA34,H6CA44186
N00036825,"Souza, Dan",L,OR05,H4OR05262
N00036530,"Spain, Paul",R,FL22,H4FL22110
N00037410,"Spalding, Carla",R,FL23,H8FL23044
N00041418,"Spanberger, Abigail",D,VA07,H8VA07094
N00043319,"Spano, Ross",R,FL15,H8FL15230
N00041318,"Spaulding, Stephany Rose",D,CO05,H8CO05130
N00042181,"Spearman, Pat",D,NV04,H8NV04042
N00029649,"Speier, Jackie",D,CA14,H8CA12171
N00042936,"Spencer, Luke",L,TX18,H8TX18196
N00041299,"Spencer, Paul",D,AR02,H8AR02134
N00041851,"Sperling, Paul",D,NY11,H8NY11121
N00042838,"Spicer, Sue",D,IN07,H8IN07309
N00042228,"Spiers, Jon",R,TX02,H8TX02208
N00040703,"Spoerer, Carl",D,IL15,H8IL15056
N00043344,"Spragins, Cisse",L,MO05,H8MO05177
N00042100,"Sprayberry, Carl",D,GA02,H8GA02079
N00043023,"Spring, Summer",D,MD08,H8MD08222
N00043531,"Spurlock, Bill",R,TN03,H8TN03224
N00043960,"Squier, Marcia",3,MIS2,S8MI00430
N00041419,"Sran, Deep",D,VA10,H8VA10130
N00041069,"St John, Brendan",I,CA15,H8CA15109
N00043132,"St John, Danielle",3,CA49,H8CA49173
N00042140,"St John, Keith",D,MA03,H8MA03205
N00041817,"St. Clair, Lucas",D,ME02,H8ME02201
N00004118,"Stabenow, Debbie",D,MIS2,S8MI00281
N00043930,"Stackhouse, Edward Jr",I,NJ04,H8NJ04212
N00039973,"Stafne, Scott",R,WA01,H6WA01204
N00032437,"Standley, Kelly",L,KS02,H8KS02124
N00041776,"Stanger, Erik",D,CO06,H8CO06252
N00041988,"Stankevich, Nick",D,NY27,H8NY27143
N00043642,"Stanley, Blake",R,WY01,H8WY01070
N00042916,"Stansberry, Clifford David",R,TN02,H8TN02226
N00043219,"Stansfield, Michael",D,OR01,H8OR01247
N00040910,"Stanton, Eric",R,ME01,H8ME01195
N00041750,"Stanton, Greg",D,AZ09,H8AZ09040
N00041511,"Stauber, Pete",R,MN08,H8MN08043
N00041824,"Stearns, Candius",R,MI09,H8MI09092
N00042388,"Steed, Cybil",D,CA39,H8CA39265
N00040992,"Steele, Dayna",D,TX36,H8TX36024
N00043758,"Steele, Russell Wayne",I,TN04,H8TN04123
N00043467,"Steen, Kevin Adam",R,WI01,H8WI01164
N00035523,"Stefanik, Elise",R,NY21,H4NY21079
N00042371,"Steffel, Kyle",R,OH13,H0OH13185
N00043379,"Steil, Bryan",R,WI01,H8WI01156
N00043304,"Stein, Jeffrey Lynn",R,NES1,S8NE00232
N00032425,"Steinman, Leonard",D,MOS2,S8MO00251
N00037593,"Stella, Dominick",R,IL11,H6IL11133
N00043360,"Stephens, Allison",D,NV04,H8NV04117
N00028039,"Stepp, Ken",D,KY05,H6KY05111
N00042621,"Stepp, Thomas Zane",R,IL03,H8IL03128
N00042808,"Steube, Greg",R,FL17,H8FL17053
N00040915,"Stevens, Haley",D,MI11,H8MI11254
N00042799,"Stevens, Tyler",R,CO05,H8CO05189
N00033932,"Stewart, Chris",R,UT02,H2UT02324
N00041461,"Stewart, Corey",R,VAS1,S8VA00297
N00040683,"Stewart, Kelly",R,GA06,H8GA06278
N00001443,"Stilp, Gene",D,PA10,H8PA10196
N00029574,"Stivers, Steve",R,OH15,H8OH15076
N00037585,"Stockham, Casper",R,CO01,H6CO01208
N00040747,"Stockstill, Danny",R,OK01,H8OK01140
N00034841,"Stockwell, Glenn",R,WAS1,S2WA00320
N00043022,"Stokes, Charles",D,MD07,H8MD07117
N00039653,"Stokes, Steve",D,CAS2,S6CA00873
N00042465,"Stoler, Felicia",R,NJ04,H8NJ04196
N00043338,"Stolle, Donald V",L,MO03,H8MO03214
N00043445,"Stoltz, Eric",D,NV03,H8NV03283
N00041529,"Stolz, John",D,PA17,H8PA12093
N00041278,"Stone, Kiel",R,INS1,S8IN00155
N00040976,"Stone, Ryan",D,TX10,H8TX10086
N00041066,"Storment, Brandon",D,CA01,H8CA01216
N00042265,"Stovall, Robert",R,TX21,H8TX21273
N00041001,"Stover, Lindsey Davis",D,VA10,H8VA10098
N00001728,"Stracuzzi, Natale",3,DC00,H8DC00143
N00041925,"Strandberg, Greg",D,MTS1,S8MT00267
N00040607,"Strange, Luther",R,ALS1,S8AL00308
N00043425,"Strauss, Mark",L,IA02,H8IA02092
N00033103,"Straw, Andrew",I,IL08,H8IL08127
N00043189,"Strawder, Robert Van",L,NV01,H8NV01279
N00043230,"Strek, Stefan G",R,OR04,H8OR04175
N00033678,"Strickland, Timmy",I,NC02,H8NC02060
N00042368,"Strider, David Lee",I,WAS1,S8WA00210
N00043059,"Stromness, Steven",R,UT03,H8UT03436
N00043148,"Stubbs, Jeremy",I,GA06,H8GA06419
N00040624,"Stuckart, Ben",D,WA05,H8WA05169
N00041488,"Sturgill, Scott",R,FL07,H8FL07070
N00041199,"Sturm, Scott",D,TX17,H8TX17123
N00042014,"Suddarth, John",D,VA01,H8VA01295
N00041086,"Sugarman, Kimberly",D,CO05,H8CO15014
N00036789,"Suitonu-Chapman, Meleagi",D,AS00,H4AS00093
N00041579,"Sullivan, Joe",D,MN01,H8MN01295
N00041979,"Sullivan, Maura",D,NH01,H8NH01186
N00040659,"Sullivan, Richard",D,CA34,H8CA34308
N00041163,"Sullivan, Sue",D,NY19,H8NY19207
N00041501,"Summe, Mark John",R,IN02,H8IN02151
N00041168,"Sundquist, Edward",D,NY23,H8NY23134
N00038742,"Suozzi, Tom",D,NY03,H6NY03247
N00043463,"Suprun, Christopher",I,TX27,H8TX27148
N00041459,"Surveyor, Charlotte",D,UT02,H8UT02230
N00041239,"Sutherland, Matt",D,WA05,H8WA05177
N00042651,"Svenson, Brad",3,MN02,H8MN02087
N00041554,"Svitavsky, Jon",D,VTS1,S8VT00133
N00043303,"Svoboda, Frank B",D,NES1,S8NE00224
N00043514,"Svoboda, Steve",D,NE01,H8NE01099
N00043096,"Swafford, Joe",L,AR02,H8AR02175
N00033508,"Swalwell, Eric",D,CA15,H2CA15094
N00034574,"Swank, Keith",R,WAS1,S8WA00269
N00040693,"Swann, Fred",D,GA08,H8GA08076
N00042862,"Swanson, Elinor",L,MT01,H8MT01257
N00040897,"Swanson, Victor",D,IL14,H8IL14141
N00041293,"Swearengin, Paula Jean",D,WVS1,S8WV00119
N00041055,"Sweeney, Michael",D,AL05,H8AL05182
N00038837,"Sweeney, Mike",R,TX31,H6TX31052
N00042940,"Sweny, Sara Kellen",I,TX22,H8TX22297
N00006159,"Swing, Gary",3,AZ06,H8AZ08224
N00042112,"Swisher, Aaron",D,ID02,H8ID02148
N00041922,"Sykes, Courtland",R,MOS2,S8MO00178
N00042636,"Sykes, Scott",D,KY05,H8KY05067
N00041748,"Sylvester, Christopher",R,AZ08,H8AZ08091
N00041585,"Tache, Lynda",R,NV03,H8NV03176
N00039781,"Tager, Robert",D,FL12,H6FL12181
N00041033,"Takami, Andrew",R,INS1,S8IN00148
N00006701,"Takano, Mark",D,CA41,H2CA43245
N00042435,"Tannahill, Tyler",R,KS02,H8KS02215
N00043312,"Tannehill, Clint",D,WAS1,S8WA00251
N00041573,"Tanoos, William",D,IN08,H8IN08141
N00042720,"Tapio, Neal",R,SD01,H8SD00024
N00040956,"Tarasi, Elizabeth",D,PA17,H8PA12085
N00031176,"Tarkanian, Danny",R,NV03,H2NV04045
N00039036,"Tate, Jason",I,AR03,H8AR03108
N00042861,"Tate, Katherine Bitzi",R,MS03,H8MS03166
N00001982,"Taylor, Blaine",R,MDS1,S2MD00438
N00040753,"Taylor, Chris",R,SC05,H8SC05117
N00038771,"Taylor, James",R,OK04,H6OK04114
N00042440,"Taylor, Lamont",R,MD01,H8MD01227
N00042756,"Taylor, Paul",R,CAS2,S8CA00481
N00031263,"Taylor, Scott",R,VA02,H0VA02118
N00041233,"Taylor, Tom",D,UT04,H8UT04038
N00027709,"Taylor, Van",R,TX03,H8TX03123
N00041961,"Tedeschi, Peter",R,MA09,H8MA09046
N00036334,"Teijeiro, Annette",R,NV03,H6NV03097
N00042262,"Temple, Samuel",R,TX21,H8TX21240
N00036351,"Tenney, Claudia",R,NY22,H4NY22051
N00041185,"Terrell, Eric",R,SD01,H8SD01089
N00027605,"Tester, Jon",D,MTS1,S6MT00162
N00039532,"Thaler, Matthew",D,MD02,H8MD00039
N00041839,"Theobald, Paul",D,NE03,H8NE03095
N00043483,"Theodoropoulos, Demitri George",3,DES1,S8DE00152
N00039114,"Therrien, David",R,MD04,H6MD04282
N00042588,"Thibodeaux, Murray",D,OK03,H8OK03062
N00041583,"Thom, Sean",D,NJ02,H8NJ02158
N00041445,"Thom, Sean",D,NJS1,S8NJ00459
N00042945,"Thomas, Arthur IV",L,TX28,H8TX28211
N00041798,"Thomas, D Vincent Jr",R,IL09,H8IL09182
N00041802,"Thomas, Jared",R,IN04,H8IN04181
N00041128,"Thomas, Jeff",D,MI03,H8MI03053
N00041984,"Thomas, Jefferson",D,NY13,H8NY13143
N00038574,"Thomas, Kathi",D,TX25,H8TX25126
N00042672,"Thomas, Kevin",D,NY02,H8NY02112
N00037437,"Thomas, Mary",R,FL02,H6FL02190
N00041782,"Thomas, Mathew",D,FL12,H8FL12062
N00041316,"Thomas, Nick",I,CO02,H8CO02186
N00041351,"Thomas, Reggie",D,KY06,H8KY06156
N00043019,"Thomas, Verone",D,LA03,H8LA03086
N00003288,"Thompson, Bennie G",D,MS02,H4MS02068
N00029736,"Thompson, Glenn",R,PA15,H8PA05071
N00042457,"Thompson, Hallie Jess",D,MO04,H8MO04097
N00040713,"Thompson, James",D,KS04,H8KS04120
N00007419,"Thompson, Mike",D,CA05,H8CA01109
N00041558,"Thorburn, Andy",D,CA39,H8CA39182
N00006052,"Thornberry, Mac",R,TX13,H4TX13014
N00040209,"Thorne, Marcia",R,FLS1,S8FL00232
N00042432,"Thornton, Dee",D,IN05,H8IN05188
N00040758,"Thornton, Josh",3,SC05,H8SC05166
